,Unnamed: 0,date,target,insult,tweet,mainTweetTarget
8392,8393,2020-05-05,george-conway,Moonface,"....because they don’t know how to win, and their so-called Lincoln Project is a disgrace to Honest Abe. I don’t know what Kellyanne did to her deranged loser of a husband, Moonface, but it must have been really bad. John Weaver lost big for Kasich (to me). Crazed Rick Wilson....",Hilary
8393,8394,2020-05-05,rick-wilson,crazed,"....because they don’t know how to win, and their so-called Lincoln Project is a disgrace to Honest Abe. I don’t know what Kellyanne did to her deranged loser of a husband, Moonface, but it must have been really bad. John Weaver lost big for Kasich (to me). Crazed Rick Wilson....",Hilary
8394,8395,2020-05-05,lincoln-project,A group of RINO Republicans,"A group of RINO Republicans who failed badly 12 years ago, then again 8 years ago, and then got BADLY beaten by me, a political first timer, 4 years ago, have copied (no imagination) the concept of an ad from Ronald Reagan, “Morning in America”, doing everything possible to....",Hilary
8395,8396,2020-05-05,lincoln-project,failed badly,"A group of RINO Republicans who failed badly 12 years ago, then again 8 years ago, and then got BADLY beaten by me, a political first timer, 4 years ago, have copied (no imagination) the concept of an ad from Ronald Reagan, “Morning in America”, doing everything possible to....",Hilary
8396,8397,2020-05-05,lincoln-project,no imagination,"A group of RINO Republicans who failed badly 12 years ago, then again 8 years ago, and then got BADLY beaten by me, a political first timer, 4 years ago, have copied (no imagination) the concept of an ad from Ronald Reagan, “Morning in America”, doing everything possible to....",Hilary
8397,8398,2020-05-05,lincoln-project,doing everything possible to get even for all of their many failures,"A group of RINO Republicans who failed badly 12 years ago, then again 8 years ago, and then got BADLY beaten by me, a political first timer, 4 years ago, have copied (no imagination) the concept of an ad from Ronald Reagan, “Morning in America”, doing everything possible to....",Hilary
8398,8399,2020-05-05,lincoln-project,loser types,"....get even for all of their many failures. You see, these loser types don’t care about 252 new Federal Judges, 2 great Supreme Court Justices, a rebuilt military, a protected 2nd Amendment, biggest EVER Tax & Regulation cuts, and much more. I didn’t use any of them....",Hilary
8399,8400,2020-05-05,lincoln-project,a disgrace to Honest Abe,"....because they don’t know how to win, and their so-called Lincoln Project is a disgrace to Honest Abe. I don’t know what Kellyanne did to her deranged loser of a husband, Moonface, but it must have been really bad. John Weaver lost big for Kasich (to me). Crazed Rick Wilson....",Hilary
8400,8401,2020-05-05,lincoln-project,RINO losers,"Most of the money raised by the RINO losers of the so-called “Lincoln Project”, goes into their own pockets. With what I’ve done on Judges, Taxes, Regulations, Healthcare, the Military, Vets (Choice!) & protecting our great 2A, they should love Trump. Problem is, I BEAT THEM ALL!",Hilary
8401,8402,2020-05-05,the-media,Fake News,"For the constant criticism from the Do Nothing Democrats and their Fake News partners, here is the newest chart on our great testing “miracle"" compared to other countries. Dems and LameStream Media should be proud of the USA, instead of always ripping us down! https://t.co/8AwnPCNchF",Hilary
8402,8403,2020-05-05,the-media,LameStream Media,"For the constant criticism from the Do Nothing Democrats and their Fake News partners, here is the newest chart on our great testing “miracle"" compared to other countries. Dems and LameStream Media should be proud of the USA, instead of always ripping us down! https://t.co/8AwnPCNchF",Hilary
8403,8404,2020-05-05,the-media,Fake News Lamestream Media,"The Do Nothing Democrats and their leader, the Fake News Lamestream Media, are doing everything possible to hurt and disparage our Country. No matter what we do or say, no matter how big a win, they report that it was a loss, or not good enough. The Enemy of the People!",Hilary
8404,8405,2020-05-05,the-media,doing everything possible to hurt and disparage our Country,"The Do Nothing Democrats and their leader, the Fake News Lamestream Media, are doing everything possible to hurt and disparage our Country. No matter what we do or say, no matter how big a win, they report that it was a loss, or not good enough. The Enemy of the People!",Hilary
8405,8406,2020-05-05,the-media,The Enemy of the People,"The Do Nothing Democrats and their leader, the Fake News Lamestream Media, are doing everything possible to hurt and disparage our Country. No matter what we do or say, no matter how big a win, they report that it was a loss, or not good enough. The Enemy of the People!",Hilary
8406,8407,2020-05-05,democrats,Do Nothing Democrats,"For the constant criticism from the Do Nothing Democrats and their Fake News partners, here is the newest chart on our great testing “miracle"" compared to other countries. Dems and LameStream Media should be proud of the USA, instead of always ripping us down! https://t.co/8AwnPCNchF",Hilary
8407,8408,2020-05-05,democrats,Do Nothing Democrats,"The Do Nothing Democrats and their leader, the Fake News Lamestream Media, are doing everything possible to hurt and disparage our Country. No matter what we do or say, no matter how big a win, they report that it was a loss, or not good enough. The Enemy of the People!",Hilary
8408,8409,2020-05-05,democrats,doing everything possible to hurt and disparage our Country,"The Do Nothing Democrats and their leader, the Fake News Lamestream Media, are doing everything possible to hurt and disparage our Country. No matter what we do or say, no matter how big a win, they report that it was a loss, or not good enough. The Enemy of the People!",Hilary
8409,8410,2020-05-05,democrats,The Enemy of the People,"The Do Nothing Democrats and their leader, the Fake News Lamestream Media, are doing everything possible to hurt and disparage our Country. No matter what we do or say, no matter how big a win, they report that it was a loss, or not good enough. The Enemy of the People!",Hilary
8410,8411,2020-05-06,the-media,Fake News,The Fake News has reached an all time high!,Hilary
8411,8412,2020-05-09,pundits,have become so totally “unhinged”,"Why is it that all of the political pundits & consultants that I beat so easily & badly, people that charged their clients far more than their services were worth, have become so totally “unhinged” when it come to your favorite President, me. These people are stone cold crazy!",Hilary
8412,8413,2020-05-09,pundits,These people are stone cold crazy!,"Why is it that all of the political pundits & consultants that I beat so easily & badly, people that charged their clients far more than their services were worth, have become so totally “unhinged” when it come to your favorite President, me. These people are stone cold crazy!",Hilary
8413,8414,2020-05-09,ca-25-election,Rigged Election,CA25 is a Rigged Election. Trying to steal it from @MikeGarcia2020. @GavinNewsom must act now!,Hilary
8414,8415,2020-05-09,ca-25-election,Rigged Election!,"Governor @GavinNewsom of California won’t let restaurants, beaches and stores open, but he installs a voting both system in a highly Democrat area (supposed to be mail in ballots only) because our great candidate, @MikeGarcia2020, is winning by a lot. CA25 Rigged Election!",Hilary
8415,8416,2020-05-09,ca-25-election,Rigged Election!,"Governor @GavinNewsom of California won’t let restaurants, beaches and stores open, but he installs a voting booth system in a highly Democrat area (supposed to be mail in ballots only) because our great candidate, @MikeGarcia2020, is winning by a lot. CA25 Rigged Election!",Hilary
8416,8417,2020-05-09,democrats,trying to steal another election,"So in California, the Democrats, who fought like crazy to get all mail in only ballots, and succeeded, have just opened a voting booth in the most Democrat area in the State. They are trying to steal another election. It’s all rigged out there. These votes must not count. SCAM!",Hilary
8417,8418,2020-05-10,60-minutes,"doing everything within their power, which is far less today than it was in the past, to defend China",".@CBS and their show, @60Minutes, are doing everything within their power, which is far less today than it was in the past, to defend China and the horrible Virus pandemic that was inflicted on the USA and the rest of the World. I guess they want to do business in China!",Hilary
8418,8419,2020-05-10,brian-stelter,just a poor man’s lapdog,.@brianstelter is just a poor man’s lapdog for AT&T! https://t.co/nwDRFvym0P,Hilary
8419,8420,2020-05-10,jimmy-kimmel,Fake News,"More Fake News, this time from Jimmy Kimmel’s last place show! https://t.co/qlgbsz36EC",Hilary
8420,8421,2020-05-10,jimmy-kimmel,last place show,"More Fake News, this time from Jimmy Kimmel’s last place show! https://t.co/qlgbsz36EC",Hilary
8421,8422,2020-05-10,impeachment-inquiry,Impeachment Scam,"When are the Fake Journalists, who received unwarranted Pulitzer Prizes for Russia, Russia, Russia, and the Impeachment Scam, going to turn in their tarnished awards so they can be given to the real journalists who got it right. I’ll give you the names, there are plenty of them!",Hilary
8422,8423,2020-05-10,joe-biden,Sleepy Joe,"We are getting great marks for the handling of the CoronaVirus pandemic, especially the very early BAN of people from China, the infectious source, entering the USA. Compare that to the Obama/Sleepy Joe disaster known as H1N1 Swine Flu. Poor marks, bad polls - didn’t have a clue!",Hilary
8423,8424,2020-05-11,chuck-todd,Sleepy Eyes,Sleepy Eyes Chuck Todd should be FIRED by “Concast” (NBC) for this fraud. He knew exactly what he was doing. Public Airwaves = Fake News! @AjitPaiFCC @FCC https://t.co/fLTDhjMXo4,Hilary
8424,8425,2020-05-11,chuck-todd,SLEEPY EYES MUST BE FIRED,"@FCC THIS IS A DISGRACE, EVEN WORSE THAN @NBC USUALLY IS, WHICH IS REALLY BAD. SLEEPY EYES MUST BE FIRED! https://t.co/NWy7WTxH8e",Hilary
8425,8426,2020-05-11,obama-administration,The most corrupt administration in U.S. history,"Because it was OBAMAGATE, and he and Sleepy Joe led the charge. The most corrupt administration in U.S. history! https://t.co/PTzFvvITh3",Hilary
8426,8427,2020-05-11,comcast,“Concast”,Sleepy Eyes Chuck Todd should be FIRED by “Concast” (NBC) for this fraud. He knew exactly what he was doing. Public Airwaves = Fake News! @AjitPaiFCC @FCC https://t.co/fLTDhjMXo4,Hilary
8427,8428,2020-05-11,comcast,Concast,"He should be FIRED by Concast. If done by a Republican, would be “prosecuted”. @AjitPaiFCC https://t.co/Lqi3oWEaiP",Hilary
8428,8429,2020-05-11,the-media,Public Airwaves = Fake News,Sleepy Eyes Chuck Todd should be FIRED by “Concast” (NBC) for this fraud. He knew exactly what he was doing. Public Airwaves = Fake News! @AjitPaiFCC @FCC https://t.co/fLTDhjMXo4,Hilary
8429,8430,2020-05-11,the-media,"Rigged Media,corrupt","This is why it’s not really the Lamestream Media, it’s the Rigged Media....and it is what I’m up against. It was corrupt in 2016. Now it is much more corrupt, and what you are seeing is the least of it....but WE WILL WIN AGAIN! https://t.co/UXyOrQ7fXW",Hilary
8430,8431,2020-05-11,the-media,Fake News,"Great credit being given for our Coronavirus response, except in the Fake News. They are a disgrace to America!",Hilary
8431,8432,2020-05-11,the-media,a disgrace to America,"Great credit being given for our Coronavirus response, except in the Fake News. They are a disgrace to America!",Hilary
8432,8433,2020-05-11,the-media,THE ENEMY OF THE PEOPLE,"THE ENEMY OF THE PEOPLE. Sadly, our Lamestream Media is TOTALLY CORRUPT! https://t.co/S4hRDIZIOQ",Hilary
8433,8434,2020-05-11,the-media,Lamestream Media,"THE ENEMY OF THE PEOPLE. Sadly, our Lamestream Media is TOTALLY CORRUPT! https://t.co/S4hRDIZIOQ",Hilary
8434,8435,2020-05-11,the-media,TOTALLY CORRUPT,"THE ENEMY OF THE PEOPLE. Sadly, our Lamestream Media is TOTALLY CORRUPT! https://t.co/S4hRDIZIOQ",Hilary
8435,8436,2020-05-11,joe-biden,Sleepy Joe,"Because it was OBAMAGATE, and he and Sleepy Joe led the charge. The most corrupt administration in U.S. history! https://t.co/PTzFvvITh3",Hilary
8436,8437,2020-05-11,democrats,trying to steal the Mike Garcia Congressional Race in California,"Dems are trying to steal the Mike Garcia Congressional Race in California. Republicans, get out and VOTE for your terrific candidate, ASAP!",Hilary
8437,8438,2020-05-12,joe-scarborough,ColdCaseJoe,ColdCaseJoe! https://t.co/4EWnS6fZcX,Hilary
8438,8439,2020-05-12,joe-scarborough,Psycho Joe Scarborough,When will they open a Cold Case on the Psycho Joe Scarborough matter in Florida. Did he get away with murder? Some people think so. Why did he leave Congress so quietly and quickly? Isn’t it obvious? What’s happening now? A total nut job!,Hilary
8439,8440,2020-05-12,joe-scarborough,Did he get away with murder?,When will they open a Cold Case on the Psycho Joe Scarborough matter in Florida. Did he get away with murder? Some people think so. Why did he leave Congress so quietly and quickly? Isn’t it obvious? What’s happening now? A total nut job!,Hilary
8440,8441,2020-05-12,joe-scarborough,A total nut job,When will they open a Cold Case on the Psycho Joe Scarborough matter in Florida. Did he get away with murder? Some people think so. Why did he leave Congress so quietly and quickly? Isn’t it obvious? What’s happening now? A total nut job!,Hilary
8441,8442,2020-05-12,chuck-todd,Sleepy Eyes,Sleepy Eyes fails again! https://t.co/MC7KSBo4Cd,Hilary
8442,8443,2020-05-12,nancy-pelosi,Crazy Nancy,"Then we must be very careful. Crazy Nancy would be a total disaster, and the USA will never be a Communist Country! https://t.co/r0tP5dxZ9h",Hilary
8443,8444,2020-05-12,nancy-pelosi,a total disaster,"Then we must be very careful. Crazy Nancy would be a total disaster, and the USA will never be a Communist Country! https://t.co/r0tP5dxZ9h",Hilary
8444,8445,2020-05-12,the-media,Lamestream Media,"The Lamestream Media is truly out of control. Look how they work (conspire!) together. They are the Enemy of the People, but don’t worry, we will WIN in November! https://t.co/3YOSChXP9M",Hilary
8445,8446,2020-05-12,the-media,truly out of control,"The Lamestream Media is truly out of control. Look how they work (conspire!) together. They are the Enemy of the People, but don’t worry, we will WIN in November! https://t.co/3YOSChXP9M",Hilary
8446,8447,2020-05-12,the-media,the Enemy of the People,"The Lamestream Media is truly out of control. Look how they work (conspire!) together. They are the Enemy of the People, but don’t worry, we will WIN in November! https://t.co/3YOSChXP9M",Hilary
8447,8448,2020-05-12,the-media,Fake Journalists,Fake Journalists! https://t.co/fdFWf95Zz1,Hilary
8448,8449,2020-05-12,joe-biden,"a tired, exhausted man","96% APPROVAL RATING IN THE REPUBLICAN PARTY. THANK YOU! We will win against a tired, exhausted man, Sleepy Joe Biden, in November.",Hilary
8449,8450,2020-05-12,joe-biden,Sleepy Joe Biden,"96% APPROVAL RATING IN THE REPUBLICAN PARTY. THANK YOU! We will win against a tired, exhausted man, Sleepy Joe Biden, in November.",Hilary
8450,8451,2020-05-13,barack-obama,was always wrong,Obama was always wrong! https://t.co/xRU4kJtExs,Hilary
8451,8452,2020-05-13,adam-schiff,Shifty Schiff,Shifty Schiff exposed! https://t.co/PmZ6uPc2LQ,Hilary
8452,8453,2020-05-14,rick-bright,"a disgruntled employee, not liked or respected by people","I don’t know the so-called Whistleblower Rick Bright, never met him or even heard of him, but to me he is a disgruntled employee, not liked or respected by people I spoke to and who, with his attitude, should no longer be working for our government!",Hilary
8453,8454,2020-05-14,rick-bright,should no longer be working for our government,"I don’t know the so-called Whistleblower Rick Bright, never met him or even heard of him, but to me he is a disgruntled employee, not liked or respected by people I spoke to and who, with his attitude, should no longer be working for our government!",Hilary
8454,8455,2020-05-15,the-new-york-times,a disgrace to journalism,"....Likewise, the @nytimes and @washingtonpost are a disgrace to journalism. They are all Fake News, and they know it better than anyone else. History is unfolding, and it is not a pretty picture for “journalism”.",Hilary
8455,8456,2020-05-15,the-new-york-times,Fake News,"....Likewise, the @nytimes and @washingtonpost are a disgrace to journalism. They are all Fake News, and they know it better than anyone else. History is unfolding, and it is not a pretty picture for “journalism”.",Hilary
8456,8457,2020-05-15,comcast,Concast,"Thank you to @foxandfriends for covering, supremely, the greatest political scandal in the history of the United States, OBAMAGATE. Fake News @CNN and Concast’s own MSDNC are only trying to make their 3 year Con Job just go away. They are embarrassed and don’t know what to do....",Hilary
8457,8458,2020-05-15,msnbc,MSDNC,"Thank you to @foxandfriends for covering, supremely, the greatest political scandal in the history of the United States, OBAMAGATE. Fake News @CNN and Concast’s own MSDNC are only trying to make their 3 year Con Job just go away. They are embarrassed and don’t know what to do....",Hilary
8458,8459,2020-05-15,cnn,Fake News,"Thank you to @foxandfriends for covering, supremely, the greatest political scandal in the history of the United States, OBAMAGATE. Fake News @CNN and Concast’s own MSDNC are only trying to make their 3 year Con Job just go away. They are embarrassed and don’t know what to do....",Hilary
8459,8460,2020-05-15,washington-post,a disgrace to journalism,"....Likewise, the @nytimes and @washingtonpost are a disgrace to journalism. They are all Fake News, and they know it better than anyone else. History is unfolding, and it is not a pretty picture for “journalism”.",Hilary
8460,8461,2020-05-15,washington-post,Fake News,"....Likewise, the @nytimes and @washingtonpost are a disgrace to journalism. They are all Fake News, and they know it better than anyone else. History is unfolding, and it is not a pretty picture for “journalism”.",Hilary
8461,8462,2020-05-15,trump-russia,the greatest political scandal in the history of the United States,"Thank you to @foxandfriends for covering, supremely, the greatest political scandal in the history of the United States, OBAMAGATE. Fake News @CNN and Concast’s own MSDNC are only trying to make their 3 year Con Job just go away. They are embarrassed and don’t know what to do....",Hilary
8462,8463,2020-05-16,rick-bright,Another Fake Whistleblower,"Another Fake Whistleblower. Republicans must do something about these terrible people, and now! https://t.co/OVgB5jkzDO",Hilary
8463,8464,2020-05-16,rick-bright,terrible,"Another Fake Whistleblower. Republicans must do something about these terrible people, and now! https://t.co/OVgB5jkzDO",Hilary
8464,8465,2020-05-16,joe-scarborough,Psycho Cold Case Joe Scarborough,"Really sad, but even “sadder”, watch flunky @Lawrence CRY when I whipped his mind & he was FORCED to apologize to me over Apprentice fees. Even Psycho Cold Case Joe Scarborough (bad ratings) beat him up, on air, unmercifully. Find tapes & play (5 years back?). https://t.co/JPbJd4f5UV",Hilary
8465,8466,2020-05-16,lawrence-o-donnell,flunky,"Really sad, but even “sadder”, watch flunky @Lawrence CRY when I whipped his mind & he was FORCED to apologize to me over Apprentice fees. Even Psycho Cold Case Joe Scarborough (bad ratings) beat him up, on air, unmercifully. Find tapes & play (5 years back?). https://t.co/JPbJd4f5UV",Hilary
8466,8467,2020-05-16,the-media,“FAKE NEWS”,"“FAKE NEWS IS NOT ESSENTIAL!”
 https://t.co/5286zgRVWQ",Hilary
8467,8468,2020-05-16,the-media,Fake News,"95% Approval Rating in Republican Party. 51% Plus, overall. But you NEVER read or see this in the Fake News Media. Always hearing bad, made up numbers on how badly I’m doing. Lamestream Media is unhinged and CORRUPT! https://t.co/ebrufe2ZEQ",Hilary
8468,8469,2020-05-16,the-media,"bad, made up numbers","95% Approval Rating in Republican Party. 51% Plus, overall. But you NEVER read or see this in the Fake News Media. Always hearing bad, made up numbers on how badly I’m doing. Lamestream Media is unhinged and CORRUPT! https://t.co/ebrufe2ZEQ",Hilary
8469,8470,2020-05-16,the-media,Lamestream Media,"95% Approval Rating in Republican Party. 51% Plus, overall. But you NEVER read or see this in the Fake News Media. Always hearing bad, made up numbers on how badly I’m doing. Lamestream Media is unhinged and CORRUPT! https://t.co/ebrufe2ZEQ",Hilary
8470,8471,2020-05-16,the-media,unhinged and CORRUPT!,"95% Approval Rating in Republican Party. 51% Plus, overall. But you NEVER read or see this in the Fake News Media. Always hearing bad, made up numbers on how badly I’m doing. Lamestream Media is unhinged and CORRUPT! https://t.co/ebrufe2ZEQ",Hilary
8471,8472,2020-05-16,the-media,Lamestream Media,"We’ve done a GREAT job on Covid response, making all Governors look good, some fantastic (and that’s OK), but the Lamestream Media doesn’t want to go with that narrative, and the Do Nothing Dems talking point is to say only bad about “Trump”. I made everybody look good, but me!",Hilary
8472,8473,2020-05-16,the-media,the real opposition party,"I’m not running against Sleepy Joe Biden. He is not even a factor. Never was, remember 1% Joe? I’m running against the Radical Left, Do Nothing Democrats & their partner, the real opposition party, the Lamestream Fake News Media! They are vicious & crazy, but we will WIN! https://t.co/ltdHSmaMYT",Hilary
8473,8474,2020-05-16,the-media,Lamestream Fake News Media,"I’m not running against Sleepy Joe Biden. He is not even a factor. Never was, remember 1% Joe? I’m running against the Radical Left, Do Nothing Democrats & their partner, the real opposition party, the Lamestream Fake News Media! They are vicious & crazy, but we will WIN! https://t.co/ltdHSmaMYT",Hilary
8474,8475,2020-05-16,the-media,vicious & crazy,"I’m not running against Sleepy Joe Biden. He is not even a factor. Never was, remember 1% Joe? I’m running against the Radical Left, Do Nothing Democrats & their partner, the real opposition party, the Lamestream Fake News Media! They are vicious & crazy, but we will WIN! https://t.co/ltdHSmaMYT",Hilary
8475,8476,2020-05-16,joe-biden,Sleepy Joe Biden,"I’m not running against Sleepy Joe Biden. He is not even a factor. Never was, remember 1% Joe? I’m running against the Radical Left, Do Nothing Democrats & their partner, the real opposition party, the Lamestream Fake News Media! They are vicious & crazy, but we will WIN! https://t.co/ltdHSmaMYT",Hilary
8476,8477,2020-05-16,joe-biden,not even a factor,"I’m not running against Sleepy Joe Biden. He is not even a factor. Never was, remember 1% Joe? I’m running against the Radical Left, Do Nothing Democrats & their partner, the real opposition party, the Lamestream Fake News Media! They are vicious & crazy, but we will WIN! https://t.co/ltdHSmaMYT",Hilary
8477,8478,2020-05-16,democrats,Do Nothing Dems,"We’ve done a GREAT job on Covid response, making all Governors look good, some fantastic (and that’s OK), but the Lamestream Media doesn’t want to go with that narrative, and the Do Nothing Dems talking point is to say only bad about “Trump”. I made everybody look good, but me!",Hilary
8478,8479,2020-05-16,democrats,"Radical Left, Do Nothing Democrats","I’m not running against Sleepy Joe Biden. He is not even a factor. Never was, remember 1% Joe? I’m running against the Radical Left, Do Nothing Democrats & their partner, the real opposition party, the Lamestream Fake News Media! They are vicious & crazy, but we will WIN! https://t.co/ltdHSmaMYT",Hilary
8479,8480,2020-05-16,democrats,vicious,"Mitch, I love you, but this is 100% true. Time is running out. Get tough and move quickly, or it will be too late. The Dems are vicious, but got caught. They MUST pay a big price for what they have done to our Country. Don’t let them get away with this! @LindseyGrahamSC https://t.co/PplfqTJdHc",Hilary
8480,8481,2020-05-16,democrats,MUST pay a big price for what they have done to our Country,"Mitch, I love you, but this is 100% true. Time is running out. Get tough and move quickly, or it will be too late. The Dems are vicious, but got caught. They MUST pay a big price for what they have done to our Country. Don’t let them get away with this! @LindseyGrahamSC https://t.co/PplfqTJdHc",Hilary
8481,8482,2020-05-17,jake-tapper,spent 3 1/2 years illegally smearing me,"They, and the Lamestream Media (including Jake), have spent 3 1/2 years illegally smearing me. They got caught! https://t.co/J7tOWPGkUK",Hilary
8482,8483,2020-05-17,obama-administration,one of the most corrupt and incompetent in U.S. history,"The Obama Administration is turning out to be one of the most corrupt and incompetent in U.S. history. Remember, he and Sleepy Joe are the reasons I am in the White House!!!",Hilary
8483,8484,2020-05-17,obama-administration,most incompetent and corrupt administration in U.S. history,The most incompetent and corrupt administration in U.S. history! https://t.co/NhmfQoOKS8,Hilary
8484,8485,2020-05-17,ilhan-omar,a corrupt disaster,Lacy will do a great job. Omar is a corrupt disaster! https://t.co/hxhrMrWXOJ,Hilary
8485,8486,2020-05-17,the-new-york-times,Fake Journalism,Fake Journalism. So bad for our Country! https://t.co/70j1l8mW9S,Hilary
8486,8487,2020-05-17,the-media,Lamestream Media is totally corrupt,Hard to believe considering the Lamestream Media is totally corrupt. The people understand! https://t.co/4duVyJzcuY,Hilary
8487,8488,2020-05-17,the-media,Lamestream,"They, and the Lamestream Media (including Jake), have spent 3 1/2 years illegally smearing me. They got caught! https://t.co/J7tOWPGkUK",Hilary
8488,8489,2020-05-17,the-media,have spent 3 1/2 years illegally smearing me,"They, and the Lamestream Media (including Jake), have spent 3 1/2 years illegally smearing me. They got caught! https://t.co/J7tOWPGkUK",Hilary
8489,8490,2020-05-17,joe-biden,Sleepy Joe,"The Obama Administration is turning out to be one of the most corrupt and incompetent in U.S. history. Remember, he and Sleepy Joe are the reasons I am in the White House!!!",Hilary
8490,8491,2020-05-18,norah-o-donnell,third place anchor,".@60Minutes & third place anchor, @NorahODonnell, are doing everything in their power to demean our Country, much to the benefit of the Radical Left Democrats. Tonight they put on yet another Fake “Whistleblower”, a disgruntled employee who supports Dems, fabricates stories, &...",Hilary
8491,8492,2020-05-18,norah-o-donnell,doing everything in their power to demean our Country,".@60Minutes & third place anchor, @NorahODonnell, are doing everything in their power to demean our Country, much to the benefit of the Radical Left Democrats. Tonight they put on yet another Fake “Whistleblower”, a disgruntled employee who supports Dems, fabricates stories, &...",Hilary
8492,8493,2020-05-18,60-minutes,doing everything in their power to demean our Country,".@60Minutes & third place anchor, @NorahODonnell, are doing everything in their power to demean our Country, much to the benefit of the Radical Left Democrats. Tonight they put on yet another Fake “Whistleblower”, a disgruntled employee who supports Dems, fabricates stories, &...",Hilary
8493,8494,2020-05-18,60-minutes,Fake News,"....spews lies. @60Minutes report was incorrect, which they couldn’t care less about. Fake News! I don’t know this guy, never met him, but don’t like what I see. How can a creep like this show up to work tomorrow & report to @SecAzar, his boss, after trashing him on T.V.?....",Hilary
8494,8495,2020-05-18,60-minutes,dumb,"So the so-called HHS Whistleblower was against HYDROXYCHLOROQUINE. Then why did he make, and sign, an emergency use authorization? @NorahODonnell said, “He shared his concerns with a reporter.” In other words, he LEAKED. A dumb @60Minutes hit job on a grandstanding Never Trumper!",Hilary
8495,8496,2020-05-18,whistleblower-complaint,racket,"....This whole Whistleblower racket needs to be looked at very closely, it is causing great injustice & harm. I hope you are listening @SenSusanCollins I also hope that Shari Redstone will take a look at her poorly performing gang. She knows how to make things right!",Hilary
8496,8497,2020-05-18,whistleblower-complaint,causing great injustice & harm,"....This whole Whistleblower racket needs to be looked at very closely, it is causing great injustice & harm. I hope you are listening @SenSusanCollins I also hope that Shari Redstone will take a look at her poorly performing gang. She knows how to make things right!",Hilary
8497,8498,2020-05-18,trump-russia,Russia Hoax,Watch @marklevinshow tonight on @FoxNews. He covers the Russia Hoax and all of the other criminality that came from the Obama Administration They got caught! A repeat later in evening. Really something.,Hilary
8498,8499,2020-05-18,joe-biden,Sleepy Joe,Sleepy Joe is wrong again! https://t.co/BffAhzSDdi,Hilary
8499,8500,2020-05-18,democrats,Radical Left Democrats,".@60Minutes & third place anchor, @NorahODonnell, are doing everything in their power to demean our Country, much to the benefit of the Radical Left Democrats. Tonight they put on yet another Fake “Whistleblower”, a disgruntled employee who supports Dems, fabricates stories, &...",Hilary
8500,8501,2020-05-19,fox-news,.@FoxNews is no longer the same,".@FoxNews is no longer the same. We miss the great Roger Ailes. You have more anti-Trump people, by far, than ever before. Looking for a new outlet! https://t.co/jXxsF0flUM",Hilary
8501,8502,2020-05-19,fox-news,"more anti-Trump people, by far, than ever before",".@FoxNews is no longer the same. We miss the great Roger Ailes. You have more anti-Trump people, by far, than ever before. Looking for a new outlet! https://t.co/jXxsF0flUM",Hilary
8502,8503,2020-05-20,nevada,State of Nevada “thinks” that they can send out illegal vote by mail ballots,"State of Nevada “thinks” that they can send out illegal vote by mail ballots, creating a great Voter Fraud scenario for the State and the U.S. They can’t! If they do, “I think” I can hold up funds to the State. Sorry, but you must not cheat in elections. @RussVought45 @USTreasury",Hilary
8503,8504,2020-05-20,joe-scarborough,Low Ratings Psycho,"....Roger Stone has been treated very unfairly. How about that jury Forewoman, does anybody think that was fair. DISGRACEFUL! Stay tuned. @FoxNews And guys like Low Ratings Psycho Joe Scarborough are allowed to walk the streets? Open Cold Case!",Hilary
8504,8505,2020-05-20,elizabeth-warren,Pocahontas,"Crazy Bernie Sanders is not a fighter. He gives up too easy! The Dem establishment gets Alfred E. Newman (Mayor Pete) & @amyklobuchar to quit & endorse Sleepy Joe BEFORE Super Tuesday, & gets Pocahontas to stay in the race, taking thousands of votes from Bernie. He would have....",Hilary
8505,8506,2020-05-20,mayor-pete,Alfred E. Newman,"Crazy Bernie Sanders is not a fighter. He gives up too easy! The Dem establishment gets Alfred E. Newman (Mayor Pete) & @amyklobuchar to quit & endorse Sleepy Joe BEFORE Super Tuesday, & gets Pocahontas to stay in the race, taking thousands of votes from Bernie. He would have....",Hilary
8506,8507,2020-05-20,bernie-sanders,Crazy Bernie,"Crazy Bernie Sanders is not a fighter. He gives up too easy! The Dem establishment gets Alfred E. Newman (Mayor Pete) & @amyklobuchar to quit & endorse Sleepy Joe BEFORE Super Tuesday, & gets Pocahontas to stay in the race, taking thousands of votes from Bernie. He would have....",Hilary
8507,8508,2020-05-20,bernie-sanders,not a fighter,"Crazy Bernie Sanders is not a fighter. He gives up too easy! The Dem establishment gets Alfred E. Newman (Mayor Pete) & @amyklobuchar to quit & endorse Sleepy Joe BEFORE Super Tuesday, & gets Pocahontas to stay in the race, taking thousands of votes from Bernie. He would have....",Hilary
8508,8509,2020-05-20,bernie-sanders,gives up too easy!,"Crazy Bernie Sanders is not a fighter. He gives up too easy! The Dem establishment gets Alfred E. Newman (Mayor Pete) & @amyklobuchar to quit & endorse Sleepy Joe BEFORE Super Tuesday, & gets Pocahontas to stay in the race, taking thousands of votes from Bernie. He would have....",Hilary
8509,8510,2020-05-20,hillary-clinton,Crooked Hillary,"....beaten Sleepy Joe in a LANDSLIDE, every State, if these events didn’t happen. Even if Warren just dropped out, he would have easily won. Dems did it to him with Crooked Hillary and now, even more so...and Bernie doesn’t even complain. VOTE for Trump on TRADE, better than BS!",Hilary
